msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
un0CAvuqKLRu2SWX/kVtCP5MwKvFohMBNMeJI86vTKA=,39,30,149,149,1,2016-11-30,2017-01-08,0
YJJ80w1MQMl92fLUKOkg++2Hw5ibfz6jOMTBdvRBKew=,39,30,149,149,1,2015-07-31,2015-09-12,0
nHG6aK8IvTKqnLwGouFrb0Wuq09vzNbKthEIn+Kuq4A=,41,30,149,149,1,2015-10-01,2015-11-01,0
wJt42xIU/3b6aXjGa4pKf+lEI9AMj+gSG7D4YJgXcMw=,37,30,149,149,1,2017-02-22,2017-03-24,0
EHUKqGSMvriA28N3liau6NrDHb27SJV0eRb3unxrh/Y=,31,30,149,149,1,2015-11-30,2015-12-31,0
wk3Gr3JyZOlLobfEKUHWwxJStTJqWay1iDHWoA2wICE=,28,30,150,150,0,2016-08-26,2016-09-25,0
3YLvf7r0jDN0cS+wWFMKe/EUlS3z1SOoy8SurXLrrpo=,41,30,149,149,1,2015-08-01,2015-09-01,0
ghiUYd8WDwnRdP/uPQ2JoMxYNK66TFp/238E11/r+f0=,23,30,149,149,1,2016-04-07,2016-04-30,0
hkzv+lPPu9khL+mN2XnK6GaqUzv4gbaGE03XgjlEFAA=,38,30,149,149,0,2016-08-14,2016-09-13,0
4WzVVQPmfLy+gcwdL5eI/NyI3Afo3FnMKZmbjwdUsYI=,41,30,99,99,1,2016-04-16,2016-05-16,0
gU5XC02UCjeihoKPQkpGbW5cg2kmum9Ea6OKVt9mOyg=,36,30,150,150,0,2015-05-18,2015-06-17,0
EmqQdHhGWbfdqg2bOECs0bnX8zHQ4lI9ibeLZ23SzDs=,37,30,149,149,1,2016-08-20,2016-09-21,0
cDL3jQzpF49593W0A/U1Dhq9HZHDn0RXhcyDj3bHVoY=,34,30,149,149,1,2016-02-29,2016-03-31,0
N+ZzWgc58WFNNEi+T6FClKtBKl3zilGnJGMLA3cl20M=,41,30,99,99,1,2017-02-28,2017-03-31,0
+U9IemkYjm1//YIt3f5IZZPZeAD3OGo4LD3iXs/ITn8=,39,30,149,149,1,2016-10-31,2016-12-26,0
PBVg+/QlJ2edzk/37GgWrJN5MBjBA+0ptvjGPU779Mc=,40,31,149,149,1,2015-01-12,2015-02-11,0
Mffa2buZLnsy7zapNouI9wT6lxxF64Rb84J7TQW2QrE=,41,30,99,99,1,2016-12-18,2017-01-18,0
F/4a9LkkMTZHHxrP4oBGu0AXooZ9Kf+YiugJfH2D18E=,38,30,149,149,0,2016-08-14,2016-09-13,0
jshqyOTijAZV4EVbBveYq/aEyVzRS1Pc+8LttzUzEts=,41,30,149,149,1,2017-01-22,2017-02-22,0
dBTDJCKphSZPC3rE5lI7+A+bZnv8t9ndjnaZpePiomk=,41,30,149,0,1,2015-12-20,2015-12-20,1
sNSuQgr6jLb9Lvl9ZT5y/nedSdfS0pd6w/x+3HY4UjY=,41,30,129,129,1,2015-04-01,2015-05-02,0
bOy+PH62c+sXwmpVUBzYTbC2Ypz+xi9SHD9mjk2qFps=,40,30,149,149,1,2016-11-01,2016-12-06,0
BrUvCp/sO3FztfaIA2aanFDUrRhPbPGMiAmj5qP+ABI=,41,30,149,149,1,2016-09-08,2016-10-11,0
BrUvCp/sO3FztfaIA2aanFDUrRhPbPGMiAmj5qP+ABI=,41,30,149,149,1,2015-10-08,2015-11-11,0
FojMATAosmjq/NRtLmR/GzLpfyABMRqoB5QR2WZ/+W8=,39,30,149,149,1,2015-11-02,2016-01-01,0
JOC6XGMw+sRawooXijlIQdgR0NQbTUkeMHlPHNIl/fI=,41,0,0,149,1,2015-05-03,2015-05-03,1
C5g3t38mv/91cWxHVCd1b6UybZcSf5fnYddJgpDeFdQ=,31,30,149,149,1,2016-08-31,2016-09-30,0
Uaxx9CvGgvNNjGRirZANIFccMaen/ixgVhCBRY2hQBU=,39,30,149,149,1,2015-06-30,2015-08-25,0
FFFRv1Fe2M/30HdU9gkx9J3eKgypane6sYWpcGn4CuE=,37,30,149,149,1,2016-07-26,2016-08-26,0
CQZ4SB7FfvyECZwYmdniOrJkCQYNTKTMKQmDq5VfA8k=,38,30,149,149,0,2015-10-29,2015-11-28,0
Oc8kr7O4v5umtk4vRfrMSwust/8BhxHfixvd/MCT0o4=,40,30,149,149,1,2016-09-16,2016-10-15,0
B/yNtkdQA6tOBgU7zvHWhDig3DoMFyHmlEb6ZixGy9E=,41,30,149,149,1,2016-10-14,2016-11-15,0
5ucg3OKEWCrxnEz+ixdhd60eZsjN7Z+vWQ5vGC3tNlA=,41,30,99,99,1,2016-12-21,2017-01-21,0
zraYK27dg2odAmzM1z3r4DKqx/9X6P/O7f3VQbTF3zU=,40,30,149,149,1,2016-01-02,2016-02-04,0
HnPf/yaXItyYi7ifIttHOurdOm1Fgc41IxQZN1+Lynk=,41,30,149,149,1,2016-04-07,2016-05-07,0
TkIYERA2MgXhN8iF1yueIeNxWNxnNZJrc6BmntfnI1o=,41,30,99,99,1,2015-10-07,2015-11-07,0
SFAfD2ypGh5ih9lGHwFGpKn4QWUqYjUJ/NpzhvtSrno=,41,30,129,129,1,2016-02-24,2016-03-24,0
jrs8m11cVxYI/RV9HQ7sjiApehDtm9a8dUhi4/PzOb8=,36,30,180,180,0,2016-04-18,2016-05-18,0
BrUvCp/sO3FztfaIA2aanFDUrRhPbPGMiAmj5qP+ABI=,41,0,0,149,1,2015-05-08,2015-06-11,0
nzl85QJaR43Hhk8P6S6es9OCJMV8wOJcAVJWxS1uvOY=,39,30,149,149,1,2016-08-04,2016-09-22,1
PX6MZ5p3VOVHeI5xf2Av1lT0IYUgAjT0eFl7KuxmjEc=,40,30,149,149,1,2015-12-21,2016-01-26,0
q2fN735j+DbUkrfDRMYBmieFKimhJeJ2Z/e5mbkQvbw=,36,30,150,150,0,2015-08-27,2015-09-26,0
j4+2R/p/ZEUbuGjPjMbQAtoynvJl+lTBBd6EXzS5AGU=,41,0,0,119,1,2015-04-26,2015-05-26,0
XfTozCiK8fPLedlb/RgCNxc7/REdTe7n/c48QKccOeM=,41,30,149,149,1,2015-08-31,2015-08-31,1
z3rrk1UdRLvqL/QlhHvH6ZGNucc6v/JW5sfWQ0ugaag=,37,30,149,149,1,2016-07-21,2016-08-20,0
5p09D1A0qHzHru3cl1e+GZbJk1V509FbsjIF6KORTTY=,40,30,149,149,1,2015-09-01,2015-10-01,0
C3VGi+qvrZ5XvG+wCva6x6o5lUFpyH7fn33svw7kie0=,40,30,149,149,1,2016-07-07,2016-08-06,0
JRa+vgaM7yCMHVk9GGbAFQNHCl5mH1In2KW5sQtvMn4=,41,30,99,99,1,2016-11-07,2016-12-07,0
3fmGmZVPX5hWY9W+1kpbvSP2V9PrBEsth0wWf6Xsr2U=,41,30,149,149,1,2016-01-31,2016-02-29,0
q1noTxQHBQI7Z5il215GxUVzKdH3pMWgHt+iaAldOdY=,41,30,99,99,1,2016-01-04,2016-02-04,0
SoHEFUOvvAy91yFufe/vm77qky0ST96A1tznkmzL2zk=,41,30,99,99,1,2016-03-15,2016-04-15,0
L5OMNRX48eRjbp1ecqxY02RpzK7tpD346288dZilgHY=,41,30,149,149,1,2015-10-24,2015-11-24,0
/37j2e0Gr9Pwbg3K2U9Zeqymu9dyiv554vRR9qpM7jw=,37,30,149,149,1,2016-01-14,2016-02-13,0
c9ChHvR3TzWo5OBeN8xhazkKbATIfU+YrC2v5AXe8Zc=,31,30,149,149,1,2016-03-31,2016-04-30,0
HHqW6MSDzXAXCJDciHCc6mhbSWHDJH7ZrcnaHoTQ39E=,35,7,0,0,0,2016-11-11,2016-11-18,0
LNap/3vKwqpOfTjYd2fDXQWuUbRKShwInRprKloT7yw=,41,30,99,99,1,2015-07-25,2015-08-24,0
g2vU+ZyJsBkCWEaCCgiFdLWoyvKDXgXO9T2omrWdVqQ=,41,30,129,129,1,2016-02-04,2016-03-05,0
pLAQMKCO+WrFvmz6Y3dzKOrfexpb3OBj35TPz42QhpQ=,36,30,180,180,0,2016-09-22,2016-10-22,0
59Ceq9vkiW+qCg7pL+v30eJQ9cDdcXKLQ2o/KRPjX0Q=,34,0,0,149,1,2015-09-30,2015-10-31,0
sEiTd5oABzJ261yTTdwnPSApIC8JOlv/Z8dTTbWNjq8=,33,30,149,149,1,2016-05-31,2016-07-12,0
AaYG5Bg7E0kwm6cE6K1Qz0docjQ6WWl0bSExw6i5+mY=,41,30,129,129,1,2016-05-13,2016-06-13,0
mKxoVd2yjh5UBQluQ4lEtUAyzvKV7E+wJQf4DN0Qiqc=,41,30,129,129,1,2016-04-12,2016-05-12,0
EmqQdHhGWbfdqg2bOECs0bnX8zHQ4lI9ibeLZ23SzDs=,37,30,149,149,1,2015-07-20,2015-08-21,0
TU8m+Z5kjWRcGVdYf5GJFLJhNXqGfnAWNELloo6C7/8=,38,30,149,149,0,2015-06-16,2015-07-16,0
OTY2hVfhZ9no+YdKq1i2K3bL+IL9nwUoo8B190aXm+k=,38,30,149,149,0,2015-05-30,2015-06-29,0
aim1GdxtY90JUlz55QrARlqSCcAQPQ6y3K2Bc3ie8CQ=,38,30,149,149,0,2016-03-05,2016-04-04,0
gwPnBdapX3MulhkrlJsncOjMAV3oldFJZ8W6k3qsYiE=,41,30,99,99,1,2016-03-31,2016-04-30,0
Nw2umHaPsmx7jK0Dlt4dZbUr9b3Ek4SYlE/ApLd/M38=,35,7,0,0,0,2015-06-14,2015-06-15,0
dAiD6E1FnNOMrL0tgF1tIiqkjUIB+sBOLjZcr69HZ9E=,41,30,149,149,1,2016-02-05,2016-02-05,1
S3vqWqBhBuL+bUOWwqO9Ge6uzKcdVNzJ2kJ7kd1k8PY=,41,30,129,129,1,2016-01-25,2016-02-25,0
9x1ts3DFId5jFN4t0pVcX37TszQSxtEzNZV3IdhaHGE=,41,30,99,99,1,2016-11-25,2016-12-25,0
WVvX79O7F711lq3bs7oeY7qABdKbKzmA4S9uXCsmnlE=,41,30,149,149,1,2015-04-06,2015-05-06,0
JTAt/s9klaC+HvCMPZiciIryVyB75yIKv/E1IbHQPBs=,41,30,99,99,1,2016-12-23,2017-01-23,0
rMye/12lrJt6SQGol+olDSkoRgVKee4dMQn9qavhgzI=,41,30,99,99,1,2016-05-13,2016-06-13,0
G4CSSSIWMTxqirt3+uTkkmxR38U/hDqCZUESlB+dM30=,35,7,0,0,0,2016-10-26,2016-11-02,0
kw7XgRo+g1VrAWVjxnmVBj3NUMSWurwaKIBnXWEIUr4=,41,30,149,0,1,2015-12-17,2015-12-17,1
Tm3TQxv9Jz1V6Db352osT2Kh5+ZlcPr/Q+4MBbENmcs=,41,0,0,149,1,2015-05-10,2015-06-10,0
eSF9wjzOWPoRBvHliMIYX7k7Fl3hIaOt/fbEY14D+70=,39,30,149,149,1,2015-12-02,2016-01-20,0
wfWANSI1tt3z2jTkdsvu/0EN0+XR1s23T2VrHp6jGTE=,41,30,99,99,1,2015-12-23,2016-01-23,0
cDL3jQzpF49593W0A/U1Dhq9HZHDn0RXhcyDj3bHVoY=,34,30,149,149,1,2017-01-31,2017-02-28,0
bd20Ep8rt40yg6MccW88BONP29DaN5b5NQ1q4ylgfKU=,31,30,149,149,1,2016-08-31,2016-09-30,0
khYtQf35mr5R11oMzRcJYD9s/6Run18eRnH5Yc6vc4c=,38,30,149,149,0,2016-10-07,2016-11-06,0
mFsXs71TCuJOnHKWQQ271BdecYkrXgPIRU7VUfmtqAY=,41,30,149,149,1,2016-04-24,2016-04-24,1
1OWXjVrGTvpMII7LcpGH/TNalz/LYPtk4u82xg6+qa4=,40,30,149,149,1,2016-02-25,2016-03-24,0
TtlB1aB/I44Ryv4X3aFjQ0J2ArTW9rB19Rly/Z99hMk=,41,30,99,99,1,2015-12-20,2016-01-20,0
dSvFAtpD5LLqB2j6434UiEVUSMALbVF+9+Ti0MxOJto=,40,30,149,149,1,2015-12-18,2016-01-17,0
xd5PS/Hddq2wqfV8Pe6AXQQsftE/O7Wn/yTiPPO07do=,37,30,149,149,1,2016-07-20,2016-08-19,0
EolNcE20svfw4Hm8dFDIS1Ndm/bzWoAD+BobOJNx0zI=,40,30,149,149,1,2016-06-21,2016-07-20,0
Tww3/4ZEpVKslQDD6NLf2lIaOiFylx2TWsqsmVxY6T4=,40,30,149,149,1,2015-09-12,2015-10-13,0
i4cwwz2vLV8L5Z+hk9TVmwoCYaRklILBMzskNerF7yA=,38,0,0,149,0,2015-05-10,2015-06-09,0
hvrifOHniJkRGYxtR5cZN0KLxg4AU6lJsUw75qbfZ+4=,36,30,180,180,1,2016-11-10,2016-12-11,0
MAftk8X5oBl/ReDANK9OitPD72BYle0c9t4hY6CSUSA=,38,30,149,149,0,2016-03-12,2016-04-11,0
qpZKnMu1J5Eu0Da4YPI3yMtDKSQVtENMo4dvsyE6U7Q=,20,100,480,480,0,2016-09-30,2017-01-08,0
rUJi/zaCn9OEaKcMP4znHSZqDQqIEkKXkTIqKDZXjio=,41,30,149,0,1,2015-05-29,2015-05-31,1
CVY18266CO9LWjA6BefcslfOsH19DwpdBXFJlFeVctY=,41,30,99,99,1,2016-12-21,2017-01-21,0
5ucg3OKEWCrxnEz+ixdhd60eZsjN7Z+vWQ5vGC3tNlA=,41,30,99,99,1,2016-09-21,2016-10-21,0
rV1FYRcVlf1vrLvwSe8hVW+2AiNqYzRUr0V8Kvk0XKY=,41,30,129,129,1,2016-05-22,2016-06-22,0
giICVY3BWt73T2vbfrOrMsyNygPzLu5Fu60KkHX6vXU=,37,30,149,149,1,2016-04-12,2016-05-12,0
ok2Cr8uNH0O70iEkgMTEX4/m1q+VTNsKXn8LdVhIccU=,38,30,149,149,0,2015-05-23,2015-06-22,0
3DYvXKx7M8EgIWfS7ZfpvTwOUGmhmOxZU4SJgiCsIGo=,27,30,149,149,1,2016-07-21,2016-08-20,0
gkj36lvyN0mez0PGN8VmVrAMY+HHRrBmsfzcioj1EGA=,38,30,149,149,0,2016-03-08,2016-04-07,0
KeQLBWFsqxIRyIyrhIqMcKX3q+3kiT2cz+x+8bjv0/I=,35,7,0,0,0,2016-10-29,2016-11-05,0
nBSMZ3jmJhJmkyXXbPH/kLeNYisSneZOFWVl8GKxQwc=,38,30,149,149,0,2015-09-11,2015-10-11,0
LzNNhaswobjUvo56kNBWeP+7LnOBrr2FWDc6cQBUQ0k=,38,30,149,149,0,2016-12-09,2017-01-08,0
dSvFAtpD5LLqB2j6434UiEVUSMALbVF+9+Ti0MxOJto=,40,30,149,149,1,2017-01-18,2017-02-17,0
rrZgOx6iBjbU/7M+lFZAG3+24uoblTQzQjTVvvxEwBM=,41,30,99,99,1,2016-06-22,2016-07-22,0
44dtnVctYy+pxIgqeIZRj1Fs+eKNG18DkMP7UUcMKKM=,41,30,99,99,1,2017-02-16,2017-03-17,0
Ll3Z7Zkpx6diFEAaF+hpUu6A0ntSnCiiFA/EPrFQeIU=,41,30,99,99,1,2015-10-13,2015-11-13,0
2jqkMhD+0jE9EAAeM92Agmv9X2EsyUpvfgJTSQIzmTs=,41,30,99,99,1,2015-07-28,2015-08-27,0
dSCl7h2G1pOU4eblexb+/ma+kZ0lO4awq55ydOvv2LQ=,41,30,129,129,1,2016-02-26,2016-03-26,0
WpXQymxh8xbLdrOjx/22b9P6Ej5+IZ1Gs6tgvlTlvAM=,39,30,149,149,1,2017-01-31,2017-03-06,0
vqCA5+FvZ+P8+ET4Ca8QR0M2+oWTXtm8ud7vlRl0+M4=,41,0,0,149,1,2015-04-30,2015-06-01,0
lalsn3iNgCG5JpE1BkRqpECK4WeJFr/0xjCuvuuXu4Y=,41,30,99,99,1,2016-06-04,2016-07-04,0
OFVFcjcClsagKocr2h2EgxyPpIYhJRUN6hVeA1pOPbQ=,41,30,149,119,1,2015-05-15,2015-06-16,0
0CQxY1vQDiYIpuYOeFYy17Sr93o+/AryLOu6JqVrkTQ=,41,30,99,99,1,2015-10-18,2015-11-18,0
xd3sJ6o8VEMZ23gagjvI7UFee73I+VdjEZ3LBOsZANs=,39,30,149,149,1,2015-08-31,2015-10-12,0
nHG6aK8IvTKqnLwGouFrb0Wuq09vzNbKthEIn+Kuq4A=,41,30,149,149,1,2015-01-01,2015-02-01,0
wnAJCAcWcfWgDEfo4YlQ7VC6RM4OsJUjHpDeFyVINko=,38,30,149,149,0,2016-08-06,2016-09-05,0
mi9L7qIsbrrWsyrczAAB5bs/m/RGXut9lo4wuWJvoFo=,38,30,149,149,0,2016-11-07,2016-12-11,0
y0Ho69JkynDNojhh7hAdc+ZoB2iu2fAFX6iCxv8nIsM=,41,30,149,119,1,2015-01-01,2015-02-01,0
nG+47Exua3bs8RTRJZmg896HMHtbAVPJUBXfm5F4OHc=,41,30,149,149,1,2016-12-02,2017-01-02,0
YhO17OGjgqXa1JPfXEuPrOQXrEuCnF5Ft1ig22iOXcY=,41,30,99,99,1,2016-12-08,2017-01-08,0
z8D0BVmaoTXmhQaw8R0IQjpoQ/uYPk7g60lCFO3Mi+w=,41,30,149,149,1,2015-10-21,2015-11-21,0
Mv8K91MtuZBAjhZxWgNR2vbkLo6ivLNG+Ar/o7IgzEM=,38,30,149,149,0,2015-10-03,2015-11-02,0
rMye/12lrJt6SQGol+olDSkoRgVKee4dMQn9qavhgzI=,41,30,149,149,1,2015-02-07,2015-03-07,0
1YUoqKO4lpl6LNw+Q2QLMPqfsGCOs/9tOv5lWDscxEU=,37,31,149,149,1,2015-01-01,2015-02-01,0
rRO6GGvK11YmLrJgbNtHIK+hNVTWaTOptvDgLptfpgg=,41,30,99,99,1,2017-01-22,2017-02-23,0
qdLI5Qzulu0dH9Ivo+Isb2efUSKRztu6srz/TAig2jw=,41,30,99,99,1,2015-12-31,2016-01-31,0
q4Cix6lxZ2AJ9QY6oSF7lXm5/8RDpaaQDQbvZRCc9xE=,41,30,99,99,1,2016-02-04,2016-03-04,0
o+OSek6thqlRFY1HxCMC8jmLkGbt6Y1r6RwQ4ANZjdk=,39,30,149,149,1,2015-07-31,2015-09-10,0
2A82GpYAe0JfJ+ltoIfqeGrMhyfnG2OsBqVekj4kfKA=,37,30,149,149,1,2016-01-11,2016-02-11,0
8ibtKKV0R6uEGVv9FWUmOAouw8CV2lgiCSqQXsImp2s=,36,30,180,180,0,2017-01-30,2017-03-04,0
6bL/KHOSEXgB9yeqNpwAZDc9LYd7I/JbUUpXpTAyyKI=,41,30,129,129,1,2016-12-09,2017-01-09,0
XSk6FirgN7weD2CLBvWY5bIU3aP9ZOEWBfTcPVfmPPg=,41,30,149,149,1,2016-01-08,2016-02-08,0
7NYaKn1D4fSWVjfz655dgY3vL4sAI6GISb4bKQiDs4k=,41,30,149,149,1,2015-05-18,2015-06-18,0
C3VGi+qvrZ5XvG+wCva6x6o5lUFpyH7fn33svw7kie0=,40,30,149,149,1,2016-05-07,2016-06-06,0
lJ82mhqaDF323Gs71mssjA6/ngv2Rnoplba1U9aHYOw=,40,30,149,149,1,2016-02-28,2016-04-01,0
Mv8K91MtuZBAjhZxWgNR2vbkLo6ivLNG+Ar/o7IgzEM=,38,30,149,149,0,2015-02-24,2015-03-26,0
YKBQ9xGoYDL298lEqMScu42zR/LUdMW6PiP8AjIglrQ=,41,30,149,119,1,2015-04-17,2016-03-16,0
ccI8kVKeS+tfPfW++iiXDI+A2AOQbiODq+JRFEhjBAw=,41,30,99,99,1,2016-12-25,2017-01-25,0
VNuetPyndTbzyvlYnhOcEjnMW2xpTrgZvy4uDUBl/o4=,41,30,149,0,1,2016-01-14,2016-02-14,0
xBp5i6kbjF7Obt9qGwYzxrW5Pw4AO0sMuoIT3PmXCcc=,41,30,99,99,1,2016-03-16,2016-04-15,0
0NRMdOljNJEsUC6WtOVzjqdSAdIIdZ1G0Ye6pIlms5U=,38,30,149,149,0,2015-05-30,2015-06-29,0
6BVHWB1A/hS1cT6GMgY5gFHzbwh321Uy6Ttz9C/kXxk=,40,31,149,149,1,2015-01-28,2015-03-03,0
K2lMQHBlIgJyeEhHNikYa1uVSlsCLGPDNldQr10qNPM=,36,30,180,180,1,2017-01-03,2017-02-08,0
lJ82mhqaDF323Gs71mssjA6/ngv2Rnoplba1U9aHYOw=,40,30,149,149,1,2016-08-28,2016-10-02,0
APfGaO1ZaBqD/66WlP10f9QACTQzLdpuA8D0p8s36ug=,33,30,149,149,1,2016-02-29,2016-03-31,0
NJwt1R4lmEttZ1k1lY8gRKNfUxJlrxuF5mmAx71PNo0=,41,30,100,100,1,2016-05-18,2016-06-18,0
4zyqrLk4GwXR/vGhd9jHgjgwemtEghvqgzesFJUgNjA=,41,30,99,99,1,2016-07-17,2016-08-17,0
zXxefBsht5PqkMQnQ63NRensACrtzQD0atsaCs4AZ80=,41,30,99,99,1,2016-04-11,2016-05-11,0
SITJZ08CszzuiOWfPrlEpVyOcVvprbncC3huaBfBiZI=,40,30,149,149,1,2015-12-08,2015-12-06,1
PX6MZ5p3VOVHeI5xf2Av1lT0IYUgAjT0eFl7KuxmjEc=,40,30,149,149,1,2016-02-21,2016-03-26,0
8p9La+EitFNfWu2UDSODewVnZGIZRHlK6ltrFVPu7Rk=,41,30,149,149,1,2016-05-14,2016-06-23,0
Ht2Yt824txsMhWlWqjyfFCqlfgAwbsXf+m9P2Nl03fY=,40,30,149,149,1,2016-01-14,2016-02-19,0
PyT229LYRSc1VWWokMA9qLZQcd7ZfuYpEP3E9J111Lc=,40,31,149,149,1,2015-04-22,2015-05-21,0
nk6RQ3I3JwkRQ6uhpbZmXuNihEZojcvyXrVxCrJ/IOc=,41,30,149,149,1,2016-09-13,2016-10-13,0
bILPYrY7du4q3m4teilAjoh5DANuufZm2vgUKxOkJUo=,41,30,99,99,1,2016-12-31,2017-01-31,0
I4/LfpaMgP/1xVBNCTQdJVOZc4aM+t5OA07dtvjz29M=,17,60,0,0,0,2017-02-11,2017-02-14,0
aL6+NFtcbyImpEgSbJKule5o49d20ssvNfyCHdhBwr0=,41,30,99,99,1,2016-03-29,2016-04-30,0
Orqcb/EgM9F1QqAGrdhpB+Q3jE5xNvej6UMbJRX0uRw=,38,30,149,149,0,2016-05-24,2016-06-24,0
J+9qjX/SJ3G3+YFoS3V/Htfp9AIewJrHpJe7wTU/zfM=,36,30,180,180,0,2017-02-05,2017-03-07,0
6pCHRZSLkWQO8UwHIG/QQ184h6+BfioxAN/NGtO9l00=,33,30,149,149,1,2016-08-31,2016-09-30,0
VIxGHWTW/jR9xxyuJGo1zPdc9j7LMfVxavbpOismhng=,41,30,149,149,1,2015-07-21,2015-08-21,0
5k0McwbkgTbTX9OhPLUd3mGZ5lWlgn6QoMKpx7DYhQk=,41,30,99,99,1,2016-12-12,2017-01-12,0
XAmfxwO4q3g8PQQR0HuldM86A29GRbR4ppf5rmR9gq0=,35,7,0,0,0,2016-06-27,2016-07-02,0
ssksuS+Ei4uVVgzdkW0sZyV5PIoN/138SU+wNxx0do0=,41,30,99,99,1,2016-08-08,2016-09-08,0
Sf2XryaMz9srAlaY9kecyOuf11/GWZDHbknxRPXgnFo=,41,30,99,99,1,2016-08-08,2016-09-08,0
cH9SPTD4/4nnFKPtiKx3prIjMp6vu8Cqu1M8sIQTJmo=,41,30,149,149,1,2015-02-21,2015-03-21,0
0j+LATB6B0/nEr2OfFfYoiLD0LReoeyu0FKzu9Y2+g4=,41,30,99,99,1,2016-11-02,2016-12-02,0
HD80ZgQ9yb1bseB1xuOAMm5LyntKluvI3L0fKpmqzNI=,41,30,149,149,1,2016-03-15,2016-04-15,0
NJEpCCHp9Y/wfH2hs5LUt5vW52jr9llZpJ7xYJw5xTs=,38,30,149,149,0,2016-11-17,2016-12-17,0
lalsn3iNgCG5JpE1BkRqpECK4WeJFr/0xjCuvuuXu4Y=,41,30,99,99,1,2016-07-04,2016-08-04,0
bUlrBMISxZ5xaLiZDejSVWbVt5qJSDXsGIxD0LkxW/k=,37,30,149,149,1,2016-09-11,2016-10-10,0
NoLX93jW0iNeVqjc35EZ9+I229E0Zn2qDvZnUBcIbXs=,32,410,1788,1788,0,2015-08-17,2016-10-03,0
y0Ho69JkynDNojhh7hAdc+ZoB2iu2fAFX6iCxv8nIsM=,41,30,149,149,1,2016-04-01,2016-05-01,0
UO6JNY2JEBOA/Ej6OVoxwN1qn8DbW0bXcOJKd9TzeSU=,41,30,99,99,1,2015-11-23,2015-12-23,0
mFsXs71TCuJOnHKWQQ271BdecYkrXgPIRU7VUfmtqAY=,41,30,129,129,1,2016-07-24,2016-08-24,0
9gNhuxa9GYP/CpMWLNlPQ+SdLY+hmnLNhO+CW4vTxOE=,41,30,149,149,1,2015-02-05,2015-03-06,0
pKDUFGdm5XKhNCJbOL4sVdhxSpOy9SX56a5uQMoIV/I=,34,30,149,149,1,2015-12-31,2016-01-31,0
GXJFEh0tf1+qp0oEOH5uaHdIaIxWJzhMyb0Xkgk+As4=,38,120,477,477,0,2016-10-20,2017-02-17,0
SJ0D5yKfqiNjyqUKIChNSHuk6MTNTimsR+qYrgWEScc=,41,30,99,99,1,2017-01-17,2017-02-17,0
65HZ8nvLV8AR2BWS7y80Tkt+n11Sjn5bsQVm87tYrWg=,41,30,149,0,1,2016-01-03,2016-01-03,1
p6JBQaIarXrCDQZNaxWYODPTLPUD6qbj7ZBiDCFGCH0=,41,30,149,119,1,2015-03-08,2015-04-09,0
XjFv+Kh6K2rY0YGUX/7Q8l2S5npbkOgHi+w1QDzHjgM=,33,30,149,149,1,2016-11-30,2016-12-31,0
A+Oqo+JULkCaorroHSmJZI2jWLHs79Rux2R9iammBWM=,41,30,99,99,1,2017-01-10,2017-02-10,0
7vbG1DH4Il9hb9YzEz9CXkF8odE8SokHh6wX4ruW9Pk=,41,30,99,99,1,2017-02-26,2017-03-26,0
mFsXs71TCuJOnHKWQQ271BdecYkrXgPIRU7VUfmtqAY=,41,30,129,129,1,2017-02-24,2017-03-24,0
y1iX+o1Kx0xIZIkcQqR0HDHO9LgbKK6ShUaTR6ktt/8=,41,30,99,99,1,2016-08-10,2016-09-10,0
HD80ZgQ9yb1bseB1xuOAMm5LyntKluvI3L0fKpmqzNI=,41,30,149,149,1,2015-12-15,2016-01-15,0
Kb+djYwmC0RI+DIy6yv2oaJPeGGWsI1+CxJRJCb+wLw=,41,30,99,99,1,2016-09-25,2016-10-25,0
Lpnqv/6sryQ/4NM4uXEhAthroec+be4uTZ07io/FXvo=,41,30,149,149,1,2015-04-13,2015-04-13,1
LPbp8N7VRuqEISEVim8ppTaeYJG/rWS/t4g/dEFuWjw=,34,0,0,149,1,2015-10-31,2015-11-30,0
cTUjDNI8APYzaCG0qAIrp6E+bGmUD+dd+YEoq2lbE30=,41,30,99,99,1,2017-02-08,2017-03-08,0
Ic8AjCTnUOMu1DEx6Cyq0yv8FDctJpoxUdIVYTqQthw=,41,30,129,129,1,2015-12-29,2015-12-29,1
JTAt/s9klaC+HvCMPZiciIryVyB75yIKv/E1IbHQPBs=,41,30,99,99,1,2017-02-23,2017-03-23,0
hTaqgAY1mvTdLCR0FjBHcM85XxxN3k8WzAwJAatn+XA=,41,30,149,149,1,2015-12-14,2015-12-14,1
TtlB1aB/I44Ryv4X3aFjQ0J2ArTW9rB19Rly/Z99hMk=,41,30,99,99,1,2016-08-20,2016-09-20,0
ikUMwHv/m+qPUu5O3KC20ILeD6crNE4cqtMqzswJfhY=,29,30,180,180,0,2016-07-18,2016-08-19,0
5ucg3OKEWCrxnEz+ixdhd60eZsjN7Z+vWQ5vGC3tNlA=,41,30,99,99,1,2016-05-21,2016-06-21,0
rMye/12lrJt6SQGol+olDSkoRgVKee4dMQn9qavhgzI=,41,30,99,99,1,2016-10-13,2016-11-13,0
qnWOuI9L0ItkJsUem2fffjJcb9Ke2G+h4DY5TuocAnc=,39,0,0,149,1,2015-04-30,2015-06-29,0
